법령용어명,법령내용
check,"{'LsTrmService': {'법령용어일련번호': '617244', '법령용어명_한글': 'check', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '수표(手票)'}}"
checkup,"{'LsTrmService': {'법령용어일련번호': '617679', '법령용어명_한글': 'checkup', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '점검'}}"
chief,"{'LsTrmService': {'법령용어일련번호': '617245', '법령용어명_한글': 'chief', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '기장(機長);대표;대표자'}}"
child,"{'LsTrmService': {'법령용어일련번호': '617246', '법령용어명_한글': 'child', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '아동;자녀'}}"
childbirth,"{'LsTrmService': {'법령용어일련번호': '618755', '법령용어명_한글': 'childbirth', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '분만'}}"
church,"{'LsTrmService': {'법령용어일련번호': '617421', '법령용어명_한글': 'church', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '교회(敎會)'}}"
cinema,"{'LsTrmService': {'법령용어일련번호': '617422', '법령용어명_한글': 'cinema', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '영화'}}"
circulation,"{'LsTrmService': {'법령용어일련번호': '619163', '법령용어명_한글': 'circulation', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '배포;유포'}}"
circumstance,"{'LsTrmService': {'법령용어일련번호': '619579', '법령용어명_한글': 'circumstance', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '사정(事情);상황'}}"
citation,"{'LsTrmService': {'법령용어일련번호': '618015', '법령용어명_한글': 'citation', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '인용'}}"
citizen,"{'LsTrmService': {'법령용어일련번호': '617680', '법령용어명_한글': 'citizen', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '공민;국민;시민'}}"
citizenship,"{'LsTrmService': {'법령용어일련번호': '619164', '법령용어명_한글': 'citizenship', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '공민권;국적;시민권'}}"
CityGML,"{'LsTrmService': {'법령용어일련번호': '4590163', '법령용어명_한글': 'CityGML', '법령용어명_한자': 'CityGML', '법령용어코드': '011402', '법령용어코드명': '법령정의사전', '출처': '실내공간정보 구축 작업규정[국토교통부고시 제2021-1445호, 2021.12.24., 일부개정]', '법령용어정의': '3차원 건물모델의 저장 및 교환을 위한 데이터 포맷으로 개방형 공간정보 컨소시엄(OGC : Open Geospatial Consortium)에서 표준화한 데이터 모델을 말한다.'}}"
claim,"{'LsTrmService': {'법령용어일련번호': '617247', '법령용어명_한글': 'claim', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '채권(債權);청구'}}"
clarification,"{'LsTrmService': {'법령용어일련번호': '619998', '법령용어명_한글': 'clarification', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '석명(釋明)'}}"
class,"{'LsTrmService': {'법령용어일련번호': '617248', '법령용어명_한글': 'class', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '직급 ; 계층;등급'}}"
classification,"{'LsTrmService': {'법령용어일련번호': '620448', '법령용어명_한글': 'classification', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '등급;분류'}}"
clear,"{'LsTrmService': {'법령용어일련번호': '617249', '법령용어명_한글': 'clear', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '공연한'}}"
clearly,"{'LsTrmService': {'법령용어일련번호': '617681', '법령용어명_한글': 'clearly', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '공연히'}}"
clerk,"{'LsTrmService': {'법령용어일련번호': '617250', '법령용어명_한글': 'clerk', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '사무원;사무직원;서기'}}"
client,"{'LsTrmService': {'법령용어일련번호': '617423', '법령용어명_한글': 'client', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '의뢰자;촉탁인'}}"
climate,"{'LsTrmService': {'법령용어일련번호': '617682', '법령용어명_한글': 'climate', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '기후'}}"
closedown,"{'LsTrmService': {'법령용어일련번호': '618376', '법령용어명_한글': 'closedown', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '폐쇄;폐업;휴업'}}"
closure,"{'LsTrmService': {'법령용어일련번호': '617683', '법령용어명_한글': 'closure', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '종결;폐쇄'}}"
CMA,"{'LsTrmService': {'법령용어일련번호': '4413578', '법령용어명_한글': 'CMA', '법령용어명_한자': 'CMA(Cash Management Account : 어음관리구좌 또는 종합자산관리계정)', '법령용어코드': '011402', '법령용어코드명': '법령정의사전', '출처': '우체국예금특별회계 회계규정[우정사업본부훈령 제762호, 2020.12.7., 일부개정]', '법령용어정의': '고객이 예치한 자금을 기업어음(CP)이나 양도성예금증서(CD)·국공채 등의 채권에 투자하여 그 수익을 고객에게 돌려주는 금융상품을 말한다.'}}"
COB업체,"{'LsTrmService': {'법령용어일련번호': '4454512', '법령용어명_한글': 'COB업체', '법령용어명_한자': 'COB업체', '법령용어코드': '011402', '법령용어코드명': '법령정의사전', '출처': 'COB화물 통관사무처리에 관한 고시[관세청고시 제2021-45호, 2021.3.30., 일부개정]', '법령용어정의': 'COB화물을 항공기ㆍ선박 또는 국경출입 차량을 이용하여 외국에서 국내로, 국내에서 외국으로 쿠리어를 통해 휴대 반출입하는 것을 업으로 하는 자로서 제5조에 따라 세관장에게 등록한 사업자를 말한다.'}}"
COB화물,"{'LsTrmService': {'법령용어일련번호': '4454513', '법령용어명_한글': 'COB화물', '법령용어명_한자': 'COB화물', '법령용어코드': '011402', '법령용어코드명': '법령정의사전', '출처': 'COB화물 통관사무처리에 관한 고시[관세청고시 제2021-45호, 2021.3.30., 일부개정]', '법령용어정의': 'COB업체가 휴대반출입하는 상업서류 및 그 밖의 견본품 등을 말한다.'}}"
cocaine,"{'LsTrmService': {'법령용어일련번호': '617684', '법령용어명_한글': 'cocaine', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '코카인'}}"
CODA시스템,"{'LsTrmService': {'법령용어일련번호': '4982214', '법령용어명_한글': 'CODA시스템', '법령용어명_한자': 'CODA시스템이라 한다)', '법령용어코드': '011402', '법령용어코드명': '법령정의사전', '출처': '보건의료 연구자원 정보센터 운영규정[질병관리청예규 제132호, 2023.10.27., 전부개정]', '법령용어정의': '연구데이터의 효율적인 확보ㆍ관리 및 공유ㆍ활용을 위하여 보건의료연구자원정보센터에서 운영하는 정보시스템을 말한다.'}}"
code,"{'LsTrmService': {'법령용어일련번호': '617113', '법령용어명_한글': 'code', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '공전'}}"
coefficient,"{'LsTrmService': {'법령용어일련번호': '619167', '법령용어명_한글': 'coefficient', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '계수(係數)'}}"
coercion,"{'LsTrmService': {'법령용어일련번호': '618018', '법령용어명_한글': 'coercion', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '강박;강제'}}"
coexistence,"{'LsTrmService': {'법령용어일련번호': '619168', '법령용어명_한글': 'coexistence', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '경합'}}"
cohabitant,"{'LsTrmService': {'법령용어일련번호': '618758', '법령용어명_한글': 'cohabitant', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '동거인'}}"
coincidence,"{'LsTrmService': {'법령용어일련번호': '619169', '법령용어명_한글': 'coincidence', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '부합'}}"
coins,"{'LsTrmService': {'법령용어일련번호': '617251', '법령용어명_한글': 'coins', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '주화'}}"
collapse,"{'LsTrmService': {'법령용어일련번호': '618019', '법령용어명_한글': 'collapse', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '붕괴'}}"
collateral,"{'LsTrmService': {'법령용어일련번호': ['618759', '618760'], '법령용어명_한글': ['collateral', 'collateral'], '법령용어명_한자': [None, None], '법령용어코드': ['011403', '011403'], '법령용어코드명': ['법령한영사전', '법령한영사전'], '법령용어정의': ['방계;방계의', '담보물;담보재산']}}"
colleague,"{'LsTrmService': {'법령용어일련번호': '618380', '법령용어명_한글': 'colleague', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '동업자'}}"
collection,"{'LsTrmService': {'법령용어일련번호': '618761', '법령용어명_한글': 'collection', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '모집;수거;수거;수납;수집;집합;집합물;징수;채취;추심'}}"
